,OBJECTID,stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,agency_id,location_t,parent_sta,wheelchair,Route,Route_Dir,Shelter,Bench,Schedule,Light,Reaitime,PK_MD_WE,jurisdicti,relative_p,cardinal_d,primary_st,address_ra,cross_loca,geometry
1558,14350,7377,7377,Dominion & Galileo (EB),This stop (#7377) is eastbound on the 6201 block of Dominion Dr farside Galileo Dr,43.091489,-89.272581,MMT,0,,0,None,,0,0,0,0,0,000,CMAD,1,90.0,Dominion,6201,Galileo,POINT (-89.27258017781718 43.0914915071309)
1559,14351,7379,7379,Atwood & Olbrich (NB),This stop (#7379) is northbound on the 3800 block of Atwood Ave nearside Olbrich Ave,43.086007,-89.325809,MMT,0,,1,"16, 31",,0,0,0,0,0,111,CMAD,3,0.0,Atwood,3800,Olbrich,POINT (-89.32580817972126 43.08600943805144)
1560,14352,7381,7381,Milwaukee & Daffodil (EB),This stop (#7381) is eastbound on the 5001 block of Milwaukee St farside Daffodil Ln,43.098794,-89.296733,MMT,0,,1,"32, 33",,0,0,0,0,0,111,CMAD,1,90.0,Milwaukee,5001,Daffodil,POINT (-89.29673215623897 43.09879648466139)
1561,14353,7384,7384,S Stoughton W & Pflaum (SB),This stop (#7384) is southbound on the 2500 block of S Stoughton Frontage (W) farside Pflaum Rd,43.061096,-89.310108,MMT,0,,0,None,,0,0,0,0,0,000,CMAD,1,180.0,S Stoughton W,2500,Pflaum,POINT (-89.31010724087655 43.06109843524709)
1562,14354,7385,7385,Agriculture & Femrite (NB),This stop (#7385) is northbound on the 3201 block of Agriculture Dr farside Femrite Dr,43.051938,-89.291488,MMT,0,,1,31,,0,0,0,0,0,111,CMAD,1,0.0,Agriculture,3201,Femrite,POINT (-89.29148726212094 43.05194044711586)
1563,14355,7388,7388,Buckeye & Monona (WB),This stop (#7388) is westbound on the 4100 block of Buckeye Rd nearside Monona Dr,43.079917,-89.323595,MMT,0,,1,16,,0,0,0,0,0,111,CMAD,3,270.0,Buckeye,4100,Monona,POINT (-89.32359419513976 43.07991943576413)
1564,14356,7391,7391,Pflaum & Advance (EB),This stop (#7391) is eastbound on the 4701 block of Pflaum Rd farside Advance Rd,43.06228,-89.302811,MMT,0,,1,"31, 39",,0,0,0,0,0,111,CMAD,1,90.0,Pflaum,4701,Advance,POINT (-89.3028102392489 43.06228244409511)
1565,14357,7392,7392,Cottage Grove & Flora (WB),This stop (#7392) is westbound on the 4798 block of Cottage Grove Rd farside Flora Ln,43.084445,-89.299698,MMT,0,,1,33,,0,0,0,0,0,100,CMAD,1,270.0,Cottage Grove,4798,Flora,POINT (-89.29969718811159 43.08444746801163)
1566,14358,7398,7398,Milwaukee & Dempsey (WB),This stop (#7398) is westbound on the 3902 block of Milwaukee St farside Dempsey Rd,43.0984,-89.317925,MMT,0,,1,"30, 32, 33, 39",,0,0,0,0,0,111,CMAD,1,270.0,Milwaukee,3902,Dempsey,POINT (-89.31792415151477 43.09840245736388)
1567,14359,7399,7399,Dempsey & Gary (NB),This stop (#7399) is northbound on the 4199 block of Dempsey Rd farside Gary St,43.081576,-89.316099,MMT,0,,0,None,,0,0,0,0,0,000,CMAD,1,0.0,Dempsey,4199,Gary,POINT (-89.31609819175976 43.08157844579727)
1568,14360,7410,7410,Cottage Grove & Atlas (WB),This stop (#7410) is westbound on the 4398 block of Cottage Grove Rd farside Atlas Ave,43.08429,-89.307328,MMT,0,,1,33,,0,0,0,0,0,100,CMAD,1,270.0,Cottage Grove,4398,Atlas,POINT (-89.30732718692238 43.08429245876857)
1569,14361,7412,7412,Agriculture & Pflaum (SB),This stop (#7412) is southbound on the 2600 block of Agriculture Dr farside Pflaum Rd,43.06143,-89.293839,MMT,0,,1,31,,0,0,0,0,0,111,CMAD,1,180.0,Agriculture,2600,Pflaum,POINT (-89.29383824089656 43.06143245299201)
1570,14362,7415,7415,North Star & Sharpsburg (NB),This stop (#7415) is northbound on the 899 block of North Star Dr farside Sharpsburg Dr,43.085964,-89.27952,MMT,0,,1,None,,0,0,0,0,0,000,CMAD,1,0.0,North Star,899,Sharpsburg,POINT (-89.27951918779866 43.08596649365983)
1571,14363,7416,7416,Langley & Cottontail (SB),This stop (#7416) is southbound on the 1500 block of Langley Ln farside Cottontail Trl,43.077481,-89.275772,MMT,0,,0,None,,0,0,0,0,0,000,CMAD,1,180.0,Langley,1500,Cottontail,POINT (-89.27577120741736 43.07748348929298)
1572,14364,7417,7417,Agriculture & World Dairy (NB),This stop (#7417) is northbound on the 2899 block of Agriculture Dr farside World Dairy Dr,43.056656,-89.29138,MMT,0,,1,"31, 39",,0,0,1,0,0,111,CMAD,1,0.0,Agriculture,2899,World Dairy,POINT (-89.29137925128057 43.05665845167712)
1573,14365,7418,7418,Cottage Grove & Inwood (WB),This stop (#7418) is westbound on the 5100 block of Cottage Grove Rd nearside Inwood Way,43.08452,-89.293833,MMT,0,,0,33,,0,0,0,0,0,100,CMAD,3,270.0,Cottage Grove,5100,Inwood,POINT (-89.29383218945016 43.08452247473715)
1574,14366,7419,7419,Dempsey & Pinney (NB),This stop (#7419) is northbound on the 801 block of Dempsey Rd farside Pinney St,43.085838,-89.316154,MMT,0,,1,None,,0,0,0,0,0,000,CMAD,1,0.0,Dempsey,801,Pinney,POINT (-89.31615318210065 43.08584044963519)
1575,14367,7437,7437,Amnicon & Aztalan (NB),This stop (#7437) is northbound on the 713 block of Amnicon Trl nearside Aztalan Dr,43.088896,-89.260425,MMT,0,,0,None,,0,0,0,0,0,000,CMAD,3,0.0,Amnicon,713,Aztalan,POINT (-89.26042418522738 43.08889851976326)
1576,14368,7443,7443,North Star & Copernicus (NB),This stop (#7443) is northbound on the 621 block of North Star Dr nearside Copernicus Way,43.089283,-89.276871,MMT,0,,0,None,,0,0,0,0,0,000,CMAD,3,0.0,North Star,621,Copernicus,POINT (-89.27687018097069 43.08928549995922)
1577,14369,7446,7446,Dennett & Dempsey (WB),This stop (#7446) is westbound on the 3998 block of Dennett Dr farside Dempsey Rd,43.090404,-89.316777,MMT,0,,0,None,,0,0,0,0,0,000,CMAD,1,270.0,Dennett,3998,Dempsey,POINT (-89.31677617137143 43.09040645246988)
1578,14370,7447,7447,Merryturn & Retana (NB),This stop (#7447) is northbound on the 401 block of Merryturn Rd nearside Retana Dr,43.092019,-89.290917,MMT,0,,1,None,,0,0,0,0,0,000,CMAD,3,0.0,Merryturn,401,Retana,POINT (-89.29091617259752 43.0920214856969)
1579,14371,7458,7458,Agriculture & Dairy (SB),This stop (#7458) is southbound on the 2700 block of Agriculture Dr farside Dairy Dr,43.059255,-89.29388,MMT,0,,1,31,,0,0,0,0,0,111,CMAD,1,180.0,Agriculture,2700,Dairy,POINT (-89.29387924620507 43.05925745108292)
1580,14372,7460,7460,Cottage Grove & Dempsey (WB),This stop (#7460) is westbound on the 598 block of Cottage Grove Rd farside Dempsey Rd,43.083985,-89.316787,MMT,0,,1,None,,0,0,0,0,0,000,CMAD,1,270.0,Cottage Grove,598,Dempsey,POINT (-89.31678618648891 43.08398744720269)
1581,14373,7465,7465,Severn & S Thompson (EB),This stop (#7465) is eastbound on the 5499 block of Severn Way nearside Thompson Dr (S),43.09746,-89.288165,MMT,0,,1,None,,0,0,0,0,0,000,CMAD,3,90.0,Severn,5499,S Thompson,POINT (-89.28816416123044 43.097462493609)
1582,14374,7466,7466,Dennett & Ring (WB),This stop (#7466) is westbound on the 3700 block of Dennett Dr nearside Ring St,43.090328,-89.321704,MMT,0,,0,None,,0,0,0,0,0,000,CMAD,3,270.0,Dennett,3700,Ring,POINT (-89.32170317024645 43.0903304462468)
1583,14375,7470,7470,Milwaukee & Kurt (WB),This stop (#7470) is westbound on the 5200 block of Milwaukee St nearside Kurt Dr,43.099058,-89.292793,MMT,0,,1,None,,0,0,0,0,0,000,CMAD,3,270.0,Milwaukee,5200,Kurt,POINT (-89.29279215706079 43.0990604894977)
1584,14376,7471,7471,Cottage Grove & Meadowlark (EB),This stop (#7471) is eastbound on the 5001 block of Cottage Grove Rd farside Meadowlark Dr,43.084163,-89.295414,MMT,0,,1,None,,0,0,0,0,0,000,CMAD,1,90.0,Cottage Grove,5001,Meadowlark,POINT (-89.29541318963952 43.08416547263776)
1585,14377,7475,7475,Davies & Maher (EB),This stop (#7475) is eastbound on the 499 block of Davies St nearside Maher Ave,43.079437,-89.31625,MMT,0,,0,None,,0,0,0,0,0,000,CMAD,3,90.0,Davies,499,Maher,POINT (-89.31624919676312 43.07943944419855)
1586,14378,7479,7479,E Buckeye & Vondron (EB),This stop (#7479) is eastbound on the 5201 block of Buckeye Rd (E) farside Vondron Rd,43.073326,-89.291002,MMT,0,,1,None,,0,0,0,0,0,000,CMAD,1,90.0,E Buckeye,5201,Vondron,POINT (-89.29100121470648 43.07332846767145)
1587,14379,7488,7488,Milwaukee & Summertown (WB),This stop (#7488) is westbound on the 6700 block of Milwaukee St nearside Summertown Dr,43.099742,-89.263672,MMT,0,,0,None,,0,0,0,0,0,000,CMAD,3,270.0,Milwaukee,6700,Summertown,POINT (-89.26367116277528 43.09974452735836)
1588,14380,7489,7489,S Stoughton E & Helgesen (NB),This stop (#7489) is northbound on the 2199 block of S Stoughton Frontage (E) farside Helgesen Dr,43.067138,-89.308764,MMT,0,,1,None,,0,0,0,0,0,000,CMAD,1,0.0,S Stoughton E,2199,Helgesen,POINT (-89.30876322764939 43.06714044201138)
1589,14381,7490,7490,Dempsey & Gary (SB),This stop (#7490) is southbound on the 4198 block of Dempsey Rd nearside Gary St,43.081362,-89.316396,MMT,0,,0,39,,0,0,0,0,0,110,CMAD,3,180.0,Dempsey,4198,Gary,POINT (-89.31639519253919 43.08136444527203)
1590,14382,7492,7492,Wyalusing & Reston Heights (SB),This stop (#7492) is southbound on the 199 block of Wyalusing Dr nearside Reston Heights Dr,43.098844,-89.261414,MMT,0,,0,None,,0,0,0,0,0,000,CMAD,3,180.0,Wyalusing,199,Reston Heights,POINT (-89.26141316481403 43.09884652954035)
1591,14383,7494,7494,Tompkins & Maher (WB),This stop (#7494) is westbound on the 1198 block of Tompkins Dr farside Maher Ave,43.058672,-89.313086,MMT,0,,0,None,,0,0,0,0,0,000,CMAD,1,270.0,Tompkins,1198,Maher,POINT (-89.31308524621582 43.05867443008296)
1592,14384,7499,7499,Pflaum & Seiferth (EB),This stop (#7499) is eastbound on the 4401 block of Pflaum Rd nearside Seiferth Rd,43.062222,-89.307748,MMT,0,,0,31,,0,0,0,0,0,111,CMAD,3,90.0,Pflaum,4401,Seiferth,POINT (-89.30774723803145 43.06222443932256)
1593,14385,7500,7500,S Thompson & Orlando Bell (WB),This stop (#7500) is westbound on the 2270 block of Thompson Dr (S) adjacent Orlando Bell Park,43.066687,-89.286818,MMT,0,,0,None,,0,0,0,0,0,000,CMAD,2,270.0,S Thompson,2270,Orlando Bell,POINT (-89.28681722955341 43.06668946672069)
1594,14386,7501,7501,S Thompson & Orlando Bell (EB),This stop (#7501) is eastbound on the 2271 block of Thompson Dr (S) opposite Orlando Bell Park,43.066562,-89.287288,MMT,0,,0,None,,0,0,0,0,0,000,CMAD,4,90.0,S Thompson,2271,Orlando Bell,POINT (-89.28728723023093 43.066564465483)
1595,14387,7507,7507,S Thompson & Grafton (NB),This stop (#7507) is northbound on the 1507 block of Thompson Dr (S) nearside Grafton Rd,43.076656,-89.282663,MMT,0,,1,None,,0,0,0,0,0,000,CMAD,3,0.0,S Thompson,1507,Grafton,POINT (-89.2826622076082 43.0766584805449)
1596,14388,7513,7513,Starker & Woodvale (EB),This stop (#7513) is eastbound on the 4999 block of Starker Ave nearside Woodvale Dr,43.076921,-89.295995,MMT,0,,1,None,,0,0,0,0,0,000,CMAD,3,90.0,Starker,4999,Woodvale,POINT (-89.29599420589065 43.07692346545069)
1597,14389,7520,7520,Pflaum & Camden (WB),This stop (#7520) is westbound on the 1298 block of Pflaum Rd farside Camden Rd,43.062351,-89.312068,MMT,0,,0,31,,0,0,0,0,0,111,CMAD,1,270.0,Pflaum,1298,Camden,POINT (-89.312067238285 43.06235343492242)
1598,14390,7525,7525,Tompkins & S Stoughton W (EB),This stop (#7525) is eastbound on the 1399 block of Tompkins Dr nearside S Stoughton Frontage (W),43.0585,-89.310297,MMT,0,,0,None,,0,0,0,0,0,000,CMAD,3,90.0,Tompkins,1399,S Stoughton W,POINT (-89.31029624706038 43.0585024331105)
1599,14391,7526,7526,North Star & Orion (SB),This stop (#7526) is southbound on the 738 block of North Star Dr nearside Orion Trl,43.088291,-89.278947,MMT,0,,0,33,,0,0,0,0,0,100,CMAD,3,180.0,North Star,738,Orion,POINT (-89.27894618335479 43.08829349690397)
1600,14392,7527,7527,Atlas & Neptune (NB),This stop (#7527) is northbound on the 501 block of Atlas Ave nearside Neptune Ct,43.090194,-89.311628,MMT,0,,0,None,,0,0,0,0,0,000,CMAD,3,0.0,Atlas,501,Neptune,POINT (-89.31162717260817 43.09019645848522)
1601,14393,7531,7531,North Star & Dominion (NB),This stop (#7531) is northbound on the 501 block of North Star Dr nearside Dominion Dr,43.091286,-89.274891,MMT,0,,0,None,,0,0,0,0,0,000,CMAD,3,0.0,North Star,501,Dominion,POINT (-89.27489017775683 43.09128850449919)
1602,14394,7532,7532,Cottage Grove & Meadowlark (WB),This stop (#7532) is westbound on the 4998 block of Cottage Grove Rd farside Meadowlark Dr,43.084468,-89.296352,MMT,0,,1,33,,0,0,0,0,0,100,CMAD,1,270.0,Cottage Grove,4998,Meadowlark,POINT (-89.2963511894179 43.08447047166893)
1603,14395,7538,7538,E Buckeye & S Stoughton E (WB),This stop (#7538) is westbound on the 4498 block of Buckeye Rd (E) farside S Stoughton Frontage (E),43.073215,-89.307113,MMT,0,,1,39,,1,0,1,0,0,110,CMAD,1,270.0,E Buckeye,4498,S Stoughton E,POINT (-89.30711221330282 43.07321744922923)
1604,14396,7540,7540,Cottage Grove & S Thompson (WB),This stop (#7540) is westbound on the 5498 block of Cottage Grove Rd farside Thompson Dr (S),43.084611,-89.286943,MMT,0,,1,33,,0,0,0,0,0,100,CMAD,1,270.0,Cottage Grove,5498,S Thompson,POINT (-89.28694218915157 43.08461348333264)
1605,14397,7544,7544,E Buckeye & Woodvale (WB),This stop (#7544) is westbound on the 4998 block of Buckeye Rd (E) farside Woodvale Dr,43.073474,-89.296187,MMT,0,,1,39,,0,0,0,0,0,110,CMAD,1,270.0,E Buckeye,4998,Woodvale,POINT (-89.29618621393239 43.07347646200405)
1606,14398,7547,7547,Milwaukee & S Thompson (EB),This stop (#7547) is eastbound on the 5401 block of Milwaukee St farside Thompson Dr (S),43.098902,-89.28836,MMT,0,,0,33,,0,0,0,0,0,100,CMAD,1,90.0,Milwaukee,5401,S Thompson,POINT (-89.28835915851209 43.09890449535949)
1607,14399,7550,7550,S Thompson & Forge (WB),This stop (#7550) is westbound on the 2198 block of S Thompson Dr nearside Starker Ave,43.066532,-89.283794,MMT,0,,0,None,,0,0,0,0,0,000,CMAD,3,270.0,S Thompson,2198,Forge,POINT (-89.28379322962202 43.06653446981873)
1608,14400,7552,7552,Milwaukee & Daffodil (WB),This stop (#7552) is westbound on the 5000 block of Milwaukee St nearside Daffodil Ln,43.099009,-89.296918,MMT,0,,1,None,,0,0,0,0,0,000,CMAD,3,270.0,Milwaukee,5000,Daffodil,POINT (-89.29691715613868 43.09901148446443)
1609,14401,7557,7557,Buckeye & Lakeview (EB),This stop (#7557) is eastbound on the 4401 block of Buckeye Rd farside Lakeview Ave (W),43.074908,-89.317615,MMT,0,,1,"16, 39",,0,0,0,0,0,111,CMAD,1,90.0,Buckeye,4401,Lakeview,POINT (-89.31761420799599 43.07491043868294)
1610,14402,7558,7558,Langley & Dell (SB),This stop (#7558) is southbound on the 1598 block of Langley Ln nearside Dell Dr,43.075851,-89.275282,MMT,0,,0,None,,0,0,0,0,0,000,CMAD,3,180.0,Langley,1598,Dell,POINT (-89.2752812105268 43.07585348864155)
1611,14403,7560,7560,Amnicon & Cottage Grove (SB),This stop (#7560) is southbound on the 910 block of Amnicon Trl nearside Cottage Grove Rd,43.08587,-89.260753,MMT,0,,0,None,,0,0,0,0,0,000,CMAD,3,180.0,Amnicon,910,Cottage Grove,POINT (-89.26075219122484 43.08587251581972)
1612,14404,7567,7567,Davies & Buckeye (EB),This stop (#7567) is eastbound on the 101 block of Davies St farside Buckeye Rd,43.077076,-89.319674,MMT,0,,0,None,,0,0,0,0,0,000,CMAD,1,90.0,Davies,101,Buckeye,POINT (-89.31967320263075 43.07707843765337)
1613,14405,7569,7569,Agriculture & Pflaum (NB),This stop (#7569) is northbound on the 2501 block of Agriculture Dr nearside Pflaum Rd,43.061654,-89.293666,MMT,0,,1,"31, 39",,0,0,0,0,0,111,CMAD,3,0.0,Agriculture,2501,Pflaum,POINT (-89.29366524081021 43.06165645362917)
1614,14406,7578,7578,Turner & Buckeye (SB),This stop (#7578) is southbound on the 4700 block of Turner Ave farside Buckeye Rd,43.073535,-89.314284,MMT,0,,1,16,,0,0,0,0,0,111,CMAD,1,180.0,Turner,4700,Buckeye,POINT (-89.31428321092719 43.07353744191397)
1615,14407,7581,7581,Wyalusing & Stockbridge (NB),This stop (#7581) is northbound on the 401 block of Wyalusing Dr nearside Stockbridge Dr,43.094036,-89.260845,MMT,0,,0,None,,0,0,0,0,0,000,CMAD,3,0.0,Wyalusing,401,Stockbridge,POINT (-89.26084417442277 43.09403852494215)
1616,14408,7583,7583,Vondron & Mustang (NB),This stop (#7583) is northbound on the 2301 block of Vondron Rd nearside Mustang Way,43.06525,-89.291289,MMT,0,,1,39,,0,0,0,0,0,110,CMAD,3,0.0,Vondron,2301,Mustang,POINT (-89.29128823280104 43.06525246052965)
1617,14409,7587,7587,Milwaukee & Rustic (EB),This stop (#7587) is eastbound on the 6401 block of Milwaukee St farside Rustic Dr,43.099311,-89.269884,MMT,0,,1,33,,0,0,0,0,0,100,CMAD,1,90.0,Milwaukee,6401,Rustic,POINT (-89.26988316138069 43.09931351891117)
1618,14410,7590,7590,Merryturn & Queensbridge (SB),This stop (#7590) is southbound on the 898 block of Merryturn Rd nearside Queensbridge Rd,43.087133,-89.293174,MMT,0,,0,32,,0,0,0,0,0,111,CMAD,3,180.0,Merryturn,898,Queensbridge,POINT (-89.2931731829969 43.08713547780074)
1619,14411,7601,7601,Starker & Vondron (EB),This stop (#7601) is eastbound on the 5199 block of Starker Ave nearside Vondron Rd,43.076979,-89.291699,MMT,0,,0,None,,0,0,0,0,0,000,CMAD,3,90.0,Starker,5199,Vondron,POINT (-89.29169820589003 43.07698147043083)
1620,14412,7604,7604,Milwaukee & North Star (WB),This stop (#7604) is westbound on the 6098 block of Milwaukee St farside North Star Dr,43.099345,-89.276244,MMT,0,,1,None,,0,0,0,0,0,000,CMAD,1,270.0,Milwaukee,6098,North Star,POINT (-89.27624316055396 43.09934751100914)
1621,14413,7605,7605,Pflaum & Alder (EB),This stop (#7605) is eastbound on the 399 block of Pflaum Rd nearside Alder Rd,43.061904,-89.323634,MMT,0,,1,"16, 31",,0,0,1,0,0,111,CMAD,3,90.0,Pflaum,399,Alder,POINT (-89.32363323843414 43.0619064214306)
1622,14414,7607,7607,Cottage Grove & Dempsey (EB),This stop (#7607) is eastbound on the 599 block of Cottage Grove Rd farside Dempsey Rd,43.083796,-89.315886,MMT,0,,1,None,,0,0,0,0,0,000,CMAD,1,90.0,Cottage Grove,599,Dempsey,POINT (-89.31588518674475 43.08379844768668)
1623,14415,7608,7608,Cottage Grove & Acewood (WB),This stop (#7608) is westbound on the 4598 block of Cottage Grove Rd farside Acewood Blvd,43.084368,-89.30355,MMT,0,,1,33,,0,0,0,0,0,100,CMAD,1,270.0,Cottage Grove,4598,Acewood,POINT (-89.30354918720587 43.08437046296167)
1624,14416,7610,7610,E Buckeye & S Thompson (WB),This stop (#7610) is westbound on the 5698 block of Buckeye Rd (E) farside Thompson Dr (S),43.073658,-89.283311,MMT,0,,1,32,,0,0,0,0,0,111,CMAD,1,270.0,E Buckeye,5698,S Thompson,POINT (-89.28331021456404 43.07366047738579)
1625,14417,7617,7617,Pflaum & Daniels (EB),This stop (#7617) is eastbound on the 4899 block of Pflaum Rd nearside Daniels St,43.062303,-89.297997,MMT,0,,1,"31, 39",,0,0,0,0,0,111,CMAD,3,90.0,Pflaum,4899,Daniels,POINT (-89.29799623896984 43.06230545020137)
1626,14418,7619,7619,Cottage Grove & Flora (EB),This stop (#7619) is eastbound on the 4799 block of Cottage Grove Rd nearside Flora Ln,43.084095,-89.299501,MMT,0,,1,None,,0,0,0,0,0,000,CMAD,3,90.0,Cottage Grove,4799,Flora,POINT (-89.29950018852554 43.08409746761151)
1627,14419,7620,7620,Wyalusing & Aztalan (SB),This stop (#7620) is southbound on the 518 block of Wyalusing Dr nearside Aztalan Dr,43.092004,-89.26143,MMT,0,,0,None,,0,0,0,0,0,000,CMAD,3,180.0,Wyalusing,518,Aztalan,POINT (-89.26142917862234 43.09200652203926)
1628,14420,7624,7624,Severn & S Thompson (WB),This stop (#7624) is westbound on the 5498 block of Severn Way farside Thompson Dr (S),43.097523,-89.288548,MMT,0,,1,32,,0,0,0,0,0,111,CMAD,1,270.0,Severn,5498,S Thompson,POINT (-89.28854716128413 43.09752549378511)
1629,14421,7628,7628,Dominion & S Sprecher (WB),This stop (#7628) is westbound on the 6498 block of Dominion Dr farside Sprecher Rd (S),43.091707,-89.267185,MMT,0,,0,33,,0,0,0,0,0,100,CMAD,1,270.0,Dominion,6498,S Sprecher,POINT (-89.26718417792227 43.09170951400876)
1630,14422,7633,7633,Milwaukee & Milo (EB),This stop (#7633) is eastbound on the 4513 block of Milwaukee St nearside Milo Ln,43.098649,-89.304884,MMT,0,,0,"30, 32, 33",,0,0,1,0,0,111,CMAD,3,90.0,Milwaukee,4513,Milo,POINT (-89.30488315431668 43.09865147425577)
1631,14423,7638,7638,Dempsey & Dennett (SB),This stop (#7638) is southbound on the 500 block of Dempsey Rd farside Dennett Dr,43.090028,-89.316543,MMT,0,,0,39,,0,0,0,0,0,110,CMAD,1,180.0,Dempsey,500,Dennett,POINT (-89.31654217267989 43.09003045199683)
1632,14424,7640,7640,Turner & Pflaum (SB),This stop (#7640) is southbound on the 5298 block of Turner Ave nearside Pflaum Rd,43.062308,-89.31429,MMT,0,,1,16,,0,0,1,0,0,111,CMAD,3,180.0,Turner,5298,Pflaum,POINT (-89.31428923741336 43.06231043201981)
1633,14425,7645,7645,S Stoughton E & Dean East (NB),This stop (#7645) is northbound on the 1901 block of S Stoughton Frontage (E) opposite Dean Clinic East,43.071292,-89.308214,MMT,0,,1,None,,1,0,1,0,0,000,CMAD,4,0.0,S Stoughton E,1901,Dean East,POINT (-89.30821321716297 43.0712944467003)
1634,14426,7653,7653,Tompkins & Groveland (EB),This stop (#7653) is eastbound on the 601 block of Tompkins Dr farside Groveland Ter,43.058346,-89.319295,MMT,0,,1,None,,0,0,0,0,0,000,CMAD,1,90.0,Tompkins,601,Groveland,POINT (-89.31929424714437 43.05834842320461)
1635,14427,7658,7658,Davies & Major (WB),This stop (#7658) is westbound on the 300 block of Davies St nearside Major Ave,43.078462,-89.318054,MMT,0,,0,39,,0,0,0,0,0,110,CMAD,3,270.0,Davies,300,Major,POINT (-89.31805319901014 43.07846444152719)
1636,14428,7661,7661,S Thompson & Vondron (EB),This stop (#7661) is eastbound on the 2299 block of Thompson Dr (S) farside Vondron Rd,43.067193,-89.291076,MMT,0,,0,None,,0,0,0,0,0,000,CMAD,1,90.0,S Thompson,2299,Vondron,POINT (-89.29107522874004 43.06719546197644)
1637,14429,7662,7662,Helgesen & Advance (WB),This stop (#7662) is westbound on the 4698 block of Helgesen Dr farside Advance Rd,43.066489,-89.303359,MMT,0,,1,None,,0,0,0,0,0,000,CMAD,1,270.0,Helgesen,4698,Advance,POINT (-89.30335822898128 43.06649144750268)
1638,14430,7663,7663,Turner & Hob (NB),This stop (#7663) is northbound on the 5101 block of Turner Ave nearside Hob St,43.066158,-89.314259,MMT,0,,1,16,,0,0,0,0,0,111,CMAD,3,0.0,Turner,5101,Hob,POINT (-89.31425822899077 43.06616043529358)
1639,14431,7668,7668,Pflaum & Seiferth (WB),This stop (#7668) is westbound on the 4420 block of Pflaum Rd nearside Seiferth Rd,43.062446,-89.307464,MMT,0,,0,31,,0,0,0,0,0,111,CMAD,3,270.0,Pflaum,4420,Seiferth,POINT (-89.30746323776842 43.06244843914591)
1640,14432,7670,7670,Dempsey & Maher (SB),This stop (#7670) is southbound on the 4248 block of Dempsey Rd nearside Maher Ave,43.080117,-89.316348,MMT,0,,0,39,,0,0,0,0,0,110,CMAD,3,180.0,Dempsey,4248,Maher,POINT (-89.3163471962348 43.08011944434614)
1641,14433,7675,7675,Cottage Grove & Atwood (EB),This stop (#7675) is eastbound on the 101 block of Cottage Grove Rd farside Atwood Ave,43.083544,-89.324566,MMT,0,,1,None,,0,0,0,0,0,000,CMAD,1,90.0,Cottage Grove,101,Atwood,POINT (-89.32456518693289 43.08354643702179)
1642,14434,7679,7679,Davies & Major (EB),This stop (#7679) is eastbound on the 301 block of Davies St farside Major Ave,43.078417,-89.317721,MMT,0,,0,None,,0,0,0,0,0,000,CMAD,1,90.0,Davies,301,Major,POINT (-89.31772019911696 43.07841944160926)
1643,14435,7680,7680,S Thompson & 1306 (SB),This stop (#7680) is southbound on the 1306 block of Thompson Dr (S) adjacent 1306 S Thompson Driveway,43.079486,-89.283546,MMT,0,,1,32,,0,0,0,0,0,111,CMAD,2,180.0,S Thompson,1306,1306,POINT (-89.28354520235118 43.07948848247685)
1644,14436,7689,7689,Buckeye & Camden (EB),This stop (#7689) is eastbound on the 5001 block of Buckeye Rd farside Camden Rd,43.073425,-89.311433,MMT,0,,1,39,,0,0,0,0,0,110,CMAD,1,90.0,Buckeye,5001,Camden,POINT (-89.31143221254068 43.0734274448654)
1645,14437,7694,7694,Turner & Hob (SB),This stop (#7694) is southbound on the 5098 block of Turner Ave nearside Hob St,43.066436,-89.314542,MMT,0,,1,16,,0,0,0,0,0,111,CMAD,3,180.0,Turner,5098,Hob,POINT (-89.31454122877599 43.06643843573566)
1646,14438,7699,7699,Merryturn & Spicebush (NB),This stop (#7699) is northbound on the 601 block of Merryturn Rd nearside Spicebush Ln,43.090319,-89.292032,MMT,0,,0,None,,0,0,0,0,0,000,CMAD,3,0.0,Merryturn,601,Spicebush,POINT (-89.29203117591304 43.09032148208868)
1647,14439,7704,7704,Dempsey & Hynek (SB),This stop (#7704) is southbound on the 218 block of Dempsey Rd farside Hynek Rd,43.092535,-89.316514,MMT,0,,1,39,,0,0,0,0,0,110,CMAD,1,180.0,Dempsey,218,Hynek,POINT (-89.31651316682647 43.09253745444063)
1648,14440,7716,7716,Turner & Allis (SB),This stop (#7716) is southbound on the 4798 block of Turner Ave nearside Allis Ave,43.071395,-89.3143,MMT,0,,1,16,,0,0,0,0,0,111,CMAD,3,180.0,Turner,4798,Allis,POINT (-89.31429921672108 43.0713974399488)
1649,14441,7717,7717,Wyalusing & Reston Heights (NB),This stop (#7717) is northbound on the 201 block of Wyalusing Dr nearside Reston Heights Dr,43.098638,-89.261044,MMT,0,,0,None,,0,0,0,0,0,000,CMAD,3,0.0,Wyalusing,201,Reston Heights,POINT (-89.26104316507485 43.09864052888994)
1650,14442,7718,7718,Cottage Grove & Drexel (WB),This stop (#7718) is westbound on the 400 block of Cottage Grove Rd nearside Drexel Ave,43.083863,-89.320306,MMT,0,,1,None,,0,0,0,0,0,000,CMAD,3,270.0,Cottage Grove,400,Drexel,POINT (-89.32030518634298 43.08386544305504)
